part_number,description
76254-T6Z-A21,"Part Number: 76254-T6Z-A21  
Name: MIRROR SET LH  
Application: Honda Civic, HR-V, Ridgeline (2016)  
Condition: New  
Technical Specs: OEM; Left-hand side; Includes mounting hardware  
Fitment Details: Compatible with 2016 Honda Civic, HR-V, and Ridgeline models; direct replacement for factory-installed mirror  
Notable Features: Genuine Honda part; designed for optimal visibility and durability; easy installation with precise fitment.  

This premium mirror set ensures safety and style, enhancing your vehicle's aesthetic while maintaining original specifications."
76258-TBA-C21ZA,"Part Number: 76258-TBA-C21ZA  
Name: SET LH-L MIR SUB  
Application: Honda Accord, CR-V, CR-Z, Element, HR-V (2020-2021)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal fit and function, constructed with high-quality materials for durability.  
Fitment Details: Specifically fits left-hand side application for listed Honda models, ensuring seamless integration with factory designs.  
Notable Features: Original equipment quality, enhances vehicle safety and visibility, retains factory aesthetics."
76622-S3Y-A01,"Part Number: 76622-S3Y-A01  
Name: BLADE RUBBER  
Application: Honda Civic, Element (2016-2022)  
Condition: New  
Technical Specs: OEM standard, factory design, durable rubber composition  
Fitment Details: Compatible with Honda Civic and Element models from 2016 to 2022, ensuring optimal performance and longevity  
Notable Features: Engineered for precise fitment, reduces wind noise, and enhances wiper efficiency while providing a seamless appearance."
76622-SMA-004,"Part Number: 76622-SMA-004  
Name: BLADE RUBBER  
Application: Honda Clarity, Crosstour, Pilot (2023 models)  
Condition: New  
Technical Specs: OEM quality rubber blade, designed for optimal durability and performance.  
Fitment Details: Compatible with specified Honda models; ensure proper installation following manufacturer's guidelines.  
Notable Features: Genuine OEM part, ensures perfect fit and function, reduces noise and vibration, enhances wiper efficiency.  

Ideal for maintaining factory performance in your Honda vehicle, this rubber blade is an essential replacement for effective windshield cleaning and visibility. "
76622-STK-A02,"Part Number: 76622-STK-A02  
Name: BLADE RUBBER  
Application: Honda HR-V, Insight, S2000 (2012-2019)  
Condition: New  
Technical Specs: High-quality rubber blade designed for optimal performance and durability.  
Fitment Details: Specifically fitted for Honda HR-V, Insight, and S2000 models across the years 2012-2019, ensuring seamless integration and effective operation.  
Notable Features: Genuine OEM part guarantees perfect fit and finish, designed to meet Honda's exact manufacturing specifications for superior reliability."
76622-T7A-003,"Part Number: 76622-T7A-003  
Name: BLADE RUBBER  
Application: Honda Civic (2011-2014), Honda Clarity (2017)  
Condition: New  
Technical Specs: OEM specifications, durable rubber composition, designed for optimal weather resistance.  
Fitment Details: Direct fit for front windshield wiper assembly on specified models, replacing worn or damaged blades.  
Notable Features: Engineered for superior performance in various weather conditions, ensuring clear visibility and reliable operation."
76622-TDK-J02,"Part Number: 76622-TDK-J02  
Name: BLADE RUBBER  
Application: Honda CR-V (2016-2017), Clarity (2017), HR-V (2016-2017), S2000 (2016-2017)  
Condition: New  
Technical Specs: Genuine OEM rubber blade, designed for optimal durability and performance in various weather conditions.  
Fitment Details: Direct fit replacement for specified models; installs seamlessly with original hardware.  
Notable Features: Engineered to enhance windshield sealing, reduce noise, and improve overall wiper efficiency, ensuring a clear view in adverse weather conditions."
76622-TG7-A01,"Part Number: 76622-TG7-A01  
Name: BLADE RUBBER  
Application: Honda HR-V, Insight, S2000 (2013)  
Condition: New  
Technical Specs: Genuine OEM rubber blade, designed for optimal performance and durability, dimensions tailored for specific Honda models.  
Fitment Details: Fits HR-V, Insight, and S2000 produced in 2013; ensures proper sealing and function in weather-related applications.  
Notable Features: Direct replacement for factory parts, ensuring enhanced longevity and effectiveness against the elements."
76622-TZ5-A01,"Part Number: 76622-TZ5-A01  
Name: BLADE RUBBER  
Application: Honda Civic (2012-2019), Honda Pilot (2016-2019)  
Condition: New  
Technical Specs: OEM quality, durable rubber construction, precise fitment  
Fitment Details: Designed for seamless installation on specified Honda models; OEM replacement part.  
Notable Features: Offers reliable windshield wiper performance, ensuring optimal visibility in adverse weather conditions.  

This BLADE RUBBER part guarantees long-lasting functionality and is packaged in its original OEM specifications."
76623-SNA-A12,"Part Number: 76623-SNA-A12  
Name: BLADE RUBBER  
Application: Honda Accord, Crosstour, Odyssey (2016-2019)  
Condition: New  
Technical Specs: Original Equipment Manufacturer (OEM) part, made from high-quality rubber for durability and longevity.  
Fitment Details: Direct fit for specified Honda models; ensures optimal windshield performance.  
Notable Features: Designed for precise installation and seamless operation, providing effective water removal and enhanced visibility. Available in original packaging."
76632-S2K-004,"**Part Number:** 76632-S2K-004  
**Name:** BLADE RUBBER  
**Application:** Honda CR-V, Crosstour, Pilot, Ridgeline (2011-2017)  
**Condition:** New  
**Technical Specs:** Genuine OEM part, high-quality rubber composition, designed for optimal windshield wiping performance.  
**Fitment Details:** Direct fit for specified Honda models; replaces worn or damaged wiper blades for improved visibility.  
**Notable Features:** Original equipment design ensures compatibility with factory wiper systems, providing durability and reliability in various weather conditions."
76632-STK-A02,"Part Number: 76632-STK-A02  
Name: BLADE RUBBER  
Application: Honda Odyssey (2013-2023)  
Condition: New  
Technical Specs: OEM quality, dimensions optimized for performance, designed to fit precisely.  
Fitment Details: Compatible with model years 2013 through 2023, ensuring proper seal and function in all environments.  
Notable Features: Manufactured to original specifications for optimal durability and functionality; helps maintain windshield clarity by effectively removing water and debris."
76632-SWA-J02,"Part Number: 76632-SWA-J02  
Name: Blade Rubber  
Application: Honda CR-V, Crosstour, Fit, Odyssey (2015-2017)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal performance and durability.  
Fitment Details: Direct fit for specified Honda models; replaces old or worn rubber blades to ensure proper sealing and function.  
Notable Features: Engineered for maximum durability and resistance against wear, ensuring a long lifespan and effective operation in various weather conditions."
76632-T6L-H04,"Part Number: 76632-T6L-H04  
Name: BLADE RUBBER  
Application: Honda Accord, CR-V, HR-V, Ridgeline (2019-2022)  
Condition: New  
Technical Specs: Genuine OEM part, dimensions designed for optimal windshield contact, made from high-quality rubber for durability and performance.  
Fitment Details: Direct fit for specified models; replaces worn or damaged wiper blades.  
Notable Features: Engineered for enhanced visibility in adverse weather conditions, ensures smooth and quiet operation, resistant to cracking and UV degradation."
76632-TZ3-A04,"Part Number: 76632-TZ3-A04  
Name: Blade Rubber  
Application: Honda CR-V, Civic, Clarity, Insight, Passport (2010)  
Condition: New  
Technical Specs: OEM part; designed for optimal performance; material: high-grade rubber for durability and effectiveness.  
Fitment Details: Fits specified Honda models from the year 2010; replaces worn or damaged blade rubber ensuring proper sealing and function.  
Notable Features: Genuine OEM quality; ensures perfect fit and function; maintains vehicle integrity and performance under various conditions."
76720-T0A-003,"Part Number: 76720-T0A-003  
Name: ARM REAR WIPER  
Application: Honda HR-V, 2021-2023  
Condition: New  
Technical Specs: OEM-quality, precise fitment, durable material, designed for optimal wiper blade functionality.  
Fitment Details: Specifically designed for the rear wiper assembly of the Honda HR-V models from 2021 to 2023, ensuring compatibility and performance.  
Notable Features: Genuine OEM part ensures reliability and longevity; easy installation with factory-fit quality."
76722-TRN-H01,"Part Number: 76722-TRN-H01  
Name: Blade Rubber  
Application: Honda Passport (2014-2019)  
Condition: New  
Technical Specs: OEM quality, designed for optimal performance, durable rubber construction.  
Fitment Details: Direct fit for 2014-2019 Honda Passport; ensures proper wiping function.  
Notable Features: Engineered for maximum contact and long-lasting performance; maintains effective water removal and windshield visibility."
76732-T0A-003,"Part Number: 76732-T0A-003  
Name: BLADE RUBBER  
Application: Honda Civic (2016-2023)  
Condition: New  
Technical Specs: OEM quality, material: rubber, dimensions: precise fit for optimal performance.  
Fitment Details: Designed to replace worn or damaged wiper blade rubber on Honda Civic models from 2016 to 2023, ensuring seamless operation with existing wiper frames.  
Notable Features: Features direct OEM design for superior durability and effectiveness in inclement weather, providing reliable visibility and performance enhancement."
76810-SZA-A01ZA,"Part Number: 76810-SZA-A01ZA  
Name: NOZZLE  
Application: Honda Crosstour (2016)  
Condition: New  
Technical Specs: Genuine OEM part, made from durable materials, designed for optimal fuel vapor emissions control.  
Fitment Details: Specifically engineered to fit the 2016 Honda Crosstour, ensuring seamless integration with factory fuel systems.  
Notable Features: Designed to meet strict OEM standards, promoting enhanced performance and reliability. New in original packaging, offering peace of mind with every installation."
76810-TK8-A01,"Part Number: 76810-TK8-A01  
Name: NOZZLE ASSY FR WS  
Application: Honda Accord, Fit (2012)  
Condition: New  
Technical Specs: Constructed from high-quality materials, designed for optimal fluid distribution and efficient windshield cleaning.  
Fitment Details: Specifically engineered for 2012 Honda Accord and Fit models; direct replacement for OEM part.  
Notable Features: Genuine OEM part ensures perfect fit and function; packaged in original OEM box to guarantee authenticity."
76810-TK8-A21,"Part Number: 76810-TK8-A21  
Name: NOZZLE ASSY FR WS  
Application: Honda Accord, Crosstour, Odyssey, Pilot, Ridgeline (2010)  
Condition: New  
Technical Specs: Genuine OEM part, constructed for optimal windshield washer function.  
Fitment Details: Designed to fit specific 2010 models; consult vehicle compatibility for verification.  
Notable Features: Engineered for precision and reliability, this nozzle assembly ensures effective windshield cleaning under various conditions, enhancing driver visibility and safety."
76846-TP6-C01,"Part Number: 76846-TP6-C01  
Name: SET PUMP WASHER(F  
Application: Honda Insight, Passport (2018)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal fit and performance, ensures leak-proof operation.  
Fitment Details: Engineered for 2018 Honda Insight and Passport models; direct replacement for exact compatibility.  
Notable Features: Manufactured to Honda's stringent quality standards, guarantees durability and reliability in pump applications, ensuring efficient performance and longevity."
77466-TL0-G01,"Part Number: 77466-TL0-G01  
Name: SEAL INST FR  
Application: Honda CR-Z, Element, Insight, Odyssey, S2000 (2016)  
Condition: New  
Technical Specs: Genuine OEM seal, designed for front installation, manufactured to exact specifications.  
Fitment Details: Compatible with select 2016 models including CR-Z, Element, Insight, Odyssey, and S2000.  
Notable Features: Ensures optimal fluid retention and prevents leaks, made from high-quality materials for durability and performance."
77930-TBA-B11,"Part Number: 77930-TBA-B11  
Name: SENSOR ASSY FRONT  
Application: Honda Ridgeline (2021-2022)  
Condition: New  
Technical Specs: Genuine OEM part; designed to meet original specifications; ensures optimal sensor functionality.  
Fitment Details: Direct fit for 2021-2022 Honda Ridgeline; easy installation with no modifications required.  
Notable Features: Enhances vehicle safety and performance by accurately monitoring front sensor functions; retains factory warranty standards."
77930-TBA-B21,"Part Number: 77930-TBA-B21  
Name: SENSOR ASSY FRONT  
Application: Honda HR-V (2018-2021), Odyssey (2018-2021)  
Condition: New  
Technical Specs: Genuine OEM sensor assembly; precision-engineered for optimal performance.  
Fitment Details: Direct fit for front sensor applications in specified models from 2018 to 2021.  
Notable Features: Designed for accurate detection and improved vehicle safety; ensures seamless integration with existing systems.  

(Note: Currently out of stock.)"
77930-TLA-A01,"Part Number: 77930-TLA-A01  
Name: SENSOR ASSY FRONT  
Application: Honda CR-V, Civic, Insight, Odyssey, Pilot (2015)  
Condition: New  
Technical Specs: OEM genuine part, precision-engineered sensor, high durability, and resistance to environmental factors.  
Fitment Details: Direct fit replacement for compatible Honda models; ensures accurate performance and reliability.  
Notable Features: Designed for optimal engine performance monitoring and diagnostics; enhances vehicle safety by providing precise data to the onboard system."
80050-SP0-000,"Part Number: 80050-SP0-000  
Name: LABEL A/C CAUTION  
Application: Honda Accord, Clarity, Crosstour, Ridgeline (2022-2023)  
Condition: New  
Technical Specs: Genuine OEM part, adhesive backing for easy installation, durable vinyl material  
Fitment Details: Designed for precise fit on air conditioning components in specified Honda models  
Notable Features: Ensures compliance with safety regulations, visually alerts users about A/C system caution, enhances service accuracy."
80050-TG7-E00,"Part Number: 80050-TG7-E00  
Name: LABEL A/C  
Application: Honda Clarity (2013-2023)  
Condition: New  
Technical Specs: Genuine OEM label, high durability, meets manufacturer specifications.  
Fitment Details: Specifically designed for Honda Clarity models, ensuring perfect fitment for air conditioning systems across all mentioned years.  
Notable Features: Original equipment manufacturer quality ensures reliability and longevity, featuring clear printing for easy identification of A/C specifications."
80100-TBA-A02,"Part Number: 80100-TBA-A02  
Name: CONDENSER ASSY  
Application: Honda Accord, 2019-2022  
Condition: New  
Technical Specs: Core Type: Parallel Flow; Core Height: 16.5 inches; Core Width: 29.5 inches; Refrigerant Type: R-134A.  
Fitment Details: Specifically designed for the Honda Accord models manufactured from 2019 to 2022, ensuring optimal compatibility and performance.  
Notable Features: Genuine OEM part with original packaging, engineered for precise fit and efficient cooling system operation, contributing to overall vehicle performance and reliability."
80100-TBC-A02,"Part Number: 80100-TBC-A02  
Name: CONDENSER  
Application: Honda Element, 2016-2017  
Condition: New  
Technical Specs: OEM design, high-efficiency aluminum construction, optimized for cooling performance  
Fitment Details: Direct fit for Honda Element models from 2016 to 2017; replaced old or damaged condensers seamlessly  
Notable Features: Genuine OEM part ensures perfect compatibility and reliability; designed to maintain optimal engine temperature for prolonged vehicle life."
80291-TF3-E01,"Part Number: 80291-TF3-E01  
Name: ELEMENT FILTER  
Application: Honda Odyssey, Passport (2017)  
Condition: New  
Technical Specs: Dimensions and design optimized for efficient filtration, constructed from high-quality materials for durability and performance.  
Fitment Details: Specifically designed for use in Honda Odyssey and Passport models from the year 2017.  
Notable Features: Genuine OEM part ensuring exact fit and performance, providing superior filtration and engine protection compared to non-OEM alternatives."
80292-S5D-416,"Part Number: 80292-S5D-416  
Name: ELEMENT FILTER  
Application: Honda Accord, Clarity, Insight (2015-2022)  
Condition: New  
Technical Specs: OEM construction, high-efficiency filtration, dimensions [insert dimensions if available]  
Fitment Details: Compatible with 2015-2022 Honda Accord, Clarity, and Insight models; replace during regular maintenance for optimal engine performance.  
Notable Features: Designed to meet Honda specifications, ensuring superior engine protection and longevity; easy installation in OEM configuration."
80292-SDA-407,"Part Number: 80292-SDA-407  
Name: ELEMENT FILTER  
Application: Honda Insight, 2023  
Condition: New  
Technical Specs: Genuine OEM part, designed to enhance engine performance and extend oil life, constructed for optimal filtration efficiency.  
Fitment Details: Specifically engineered for the 2023 Honda Insight model to ensure proper fit and function.  
Notable Features: High-quality construction to maintain engine cleanliness and maximize longevity, packaged in original OEM packaging for assured authenticity.  

Quantity Available: 40  
Price: $37.52"
80292-TBA-A11,"Part Number: 80292-TBA-A11  
Name: ELEMENT FILTER  
Application: Honda Crosstour, Passport (2012 model year)  
Condition: New  
Technical Specs: Dimensions: [insert specific dimensions if available], Material: High-quality filtration media, Type: Oil filter  
Fitment Details: Direct replacement for 2012 Honda Crosstour and Passport; fits OEM specifications.  
Notable Features: Genuine Honda OEM part ensures optimal performance and reliability; designed to capture contaminants effectively, enhancing engine longevity. Includes original packaging for authenticity."
80315-TLA-A01,"Part Number: 80315-TLA-A01  
Name: HOSE COMP DISCHAR  
Application: Honda CR-V, CR-Z, Civic, Fit, Odyssey (2011)  
Condition: New  
Technical Specs: OEM quality, flexible material, resistant to heat and pressure  
Fitment Details: Direct fit for specified Honda models; ensure compatibility with 2011 variants  
Notable Features: Genuine OEM part, designed for optimal performance in cooling systems, ensures reliable discharge of fluids under varying engine conditions."
80525-TBA-A01,"Part Number: 80525-TBA-A01  
Name: SENSOR ASSY AMBIE  
Application: Honda Insight (2016), Odyssey (2016), Passport (2016)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal performance and accuracy in ambient temperature sensing.  
Fitment Details: Direct replacement for compatible Honda models listed; ensures precise integration with vehicle systems.  
Notable Features: Original packaging, certified quality, engineered to meet Honda’s strict standards for durability and reliability."
80871-SN7-003,"Part Number: 80871-SN7-003  
Name: O RING 5/8""  
Application: Honda Clarity (2017-2019), Honda Pilot (2017-2019)  
Condition: New  
Technical Specs: 5/8"" inner diameter, made from durable rubber, OEM specification  
Fitment Details: Designed specifically for sealing applications in specified Honda models, ensuring a precise fit.  
Notable Features: Genuine OEM part, ensuring exceptional quality and reliability for effective sealing performance."
80872-SN7-003,"Part Number: 80872-SN7-003  
Name: O RING 1/5""  
Application: Honda HR-V (2018, 2019, 2020, 2021, 2022)  
Condition: New  
Technical Specs: Dimensions: 1/5""; Material: High-Quality Rubber; Resistance to oil and heat.  
Fitment Details: Designed specifically for sealing applications within the HR-V, ensuring optimal performance and preventing leaks.  
Notable Features: Genuine OEM part, ensuring compatibility and reliability, comes in original packaging. Ideal for maintaining vehicle integrity and performance."
80873-SN7-003,"Part Number: 80873-SN7-003  
Name: O RING 8MM  
Application: Honda Fit, HR-V, Pilot, Ridgeline (2010)  
Condition: New  
Technical Specs: 8mm inner diameter, 2mm thickness, rubber construction  
Fitment Details: Compatible with specific Honda models from 2010; ideal for sealing applications.  
Notable Features: Genuine OEM part ensures precise fit and reliable performance; resistant to wear and exposure, providing durability in automotive environments."
80873-ST7-000,"Part Number: 80873-ST7-000  
Name: O-RING 8MM  
Application: Honda CR-Z (2012-2014), Crosstour (2012-2014), Fit (2012-2014), Ridgeline (2012-2014)  
Condition: New  
Technical Specs: Inner Diameter: 8mm, Material: Rubber, Temperature Range: -40°C to 120°C  
Fitment Details: Designed for sealing applications in specified Honda models, ensuring proper fit and function.  
Notable Features: Genuine OEM part, ensuring reliability and performance in critical sealing applications."
81479-TLA-305,"Part Number: 81479-TLA-305  
Name: BUTTON BUCKLE  
Application: Honda CR-Z, Fit, Odyssey (2015)  
Condition: New  
Technical Specs: OEM specification, designed for enhanced durability and reliability, made from high-quality materials.  
Fitment Details: Specifically designed for Honda models CR-Z, Fit, and Odyssey of the 2015 year; ensure compatibility by verifying part number.  
Notable Features: Original equipment manufacturer (OEM) part, ensuring perfect fit and optimal performance, packaged in original packaging for authenticity."
82009015,"Part Number: 82009015  
Name: HONDA ATF TYPE 2  
Application: Honda CR-Z, 2019-2023  
Condition: New  
Technical Specs: Automatic Transmission Fluid (ATF), meets Honda specifications, 1 quart bottle  
Fitment Details: Designed specifically for Honda CR-Z models from 2019 to 2023 to ensure optimal transmission performance.  
Notable Features: Genuine OEM fluid formulated for enhanced shift quality and longevity, providing excellent protection against wear and corrosion, ensuring reliable operation in various driving conditions."
82009017,"Part Number: 82009017  
Name: ATF 3 1 HONDA  
Application: Honda CR-V, Civic, HR-V, Pilot (2015)  
Condition: New  
Technical Specs: Genuine OEM, 1 quart, formulated for Honda automatic transmissions.  
Fitment Details: Compatible with all Honda models listed for the 2015 year, ensuring optimal transmission performance.  
Notable Features: Includes advanced fluid technology for enhanced lubrication, improved shifting, and extended drivetrain life. Designed to meet stringent Honda specifications for fluid quality."
8357,"Part Number: 8357  
Name: MICH PRIMA 215/55R17  
Application: Honda Accord, Crosstour, Element, Ridgeline, S2000 (2012-2019)  
Condition: New  
Technical Specs: Tire Size - 215/55R17; Load Index - 94; Speed Rating - V  
Fitment Details: Compatible with Honda models listed; designed for optimal performance and stability.  
Notable Features: High-performance tread design for enhanced traction and handling; engineered for durability and comfort in various driving conditions."
888,"Part Number: 888  
Name: BRIDG ECOPIA 422 2356517  
Application: Honda Crosstour, Fit, HR-V, Insight, Pilot (2011)  
Condition: New  
Technical Specs: Tire size 235/65R17, Load Index 104, Speed Rating H  
Fitment Details: Designed for Honda models listed; offers optimal fitment for all terrains  
Notable Features: Eco-friendly design with low rolling resistance for improved fuel efficiency and enhanced wet traction; offers a quiet, smooth ride."
889,"Part Number: 889  
Name: BRDG ECOPIA H/L 2356018  
Application: Honda Odyssey, Pilot (2011)  
Condition: New  
Technical Specs: Size 235/60R18, Load Index 107, Speed Rating H, Tread Type: All-season  
Fitment Details: Designed specifically for 2011 Honda Odyssey and Pilot models, ensuring optimal performance and safety.  
Notable Features: Eco-friendly tread design for improved fuel efficiency; offers enhanced wet traction and ride comfort."
90001-R1A-A00,"Part Number: 90001-R1A-A00  
Name: SOCKET BOLT 10X59  
Application: Honda Civic, Clarity, Pilot, S2000 (2010)  
Condition: New  
Technical Specs: M10 x 59mm, OEM specification, high tensile strength, corrosion-resistant material  
Fitment Details: Designed for various Honda models; refer to vehicle's service manual for specific mounting locations.  
Notable Features: Genuine Honda OEM part ensuring optimal performance and fit, precision-engineered for durability and reliability under standard operating conditions."
90002-S10-000,"Part Number: 90002-S10-000  
Name: NUT FLANGE 10MM  
Application: Honda HR-V, 2020-2023  
Condition: New  
Technical Specs: M10 thread size, flanged design for improved surface contact, made from high-strength steel, zinc plated for corrosion resistance.  
Fitment Details: Designed for use in various assembly applications within the Honda HR-V, ensuring secure fastening.  
Notable Features: The flange design enhances load distribution and minimizes the risk of loosening, making it ideal for critical connections in the vehicle's assembly."
90009-R70-A00,"Part Number: 90009-R70-A00  
Name: BOLT PLUG 14MM  
Application: Honda Odyssey, 2022  
Condition: New  
Technical Specs: 14mm diameter, genuine OEM part  
Fitment Details: Compatible with 2022 Honda Odyssey models; designed for optimal sealing and prevention of leaks.  
Notable Features: Manufactured to strict Honda specifications for durability and reliability; ensures proper function and longevity in high-performance applications.  

Stock available: 8 units at $15.596 each."
90023-PR7-A01,"Part Number: 90023-PR7-A01  
Name: BOLT FLNGE 6X12  
Application: Honda Ridgeline (2020)  
Condition: New  
Technical Specs: Flange bolt, 6mm diameter, 12mm length, grade specifications as per OEM standards.  
Fitment Details: Designed for direct replacement in specified Honda Ridgeline models; ensures optimal fit and function.  
Notable Features: Genuine OEM component, guarantees reliability and longevity, ideal for maintaining factory standards in performance and safety."
90091-RAA-A00,"Part Number: 90091-RAA-A00  
Name: BOLT WASH 5X28  
Application: Honda Civic, Insight (2016-2022)  
Condition: New  
Technical Specs: Diameter: 5mm, Length: 28mm, Material: Steel, Finish: Zinc-coated  
Fitment Details: Compatible with Honda models Civic and Insight from model years 2016 through 2022; essential for securing body components.  
Notable Features: Genuine OEM part ensures perfect fit and reliability; designed for optimal performance under various driving conditions."
90101-TR0-000,"Part Number: 90101-TR0-000  
Name: BOLT UNDER COVER  
Application: Honda Clarity and Element, Model Years 2018-2021  
Condition: New  
Technical Specs: OEM bolt, M6 x 1.0 thread, steel construction, corrosion-resistant coating  
Fitment Details: Designed for securing undercarriage covers in specified Honda models  
Notable Features: This genuine Honda part ensures a reliable fit and optimal performance, providing durable support for underbody components while contributing to the vehicle's aerodynamic efficiency."
90103-TA0-000,"Part Number: 90103-TA0-000  
Name: SCREW TAPPING 5X2  
Application: Honda Accord, Clarity, Ridgeline, S2000 (2011-2013)  
Condition: New  
Technical Specs: M5 x 2 mm self-tapping screw, OEM quality, Zinc-plated for corrosion resistance  
Fitment Details: Designed for securing various components on specified Honda models; ensures reliable assembly and integrity.  
Notable Features: Genuine Honda part, precision-engineered for optimal fit and performance, ensuring durability and longevity in automotive applications."
90105-TBA-A00,"Part Number: 90105-TBA-A00  
Name: BOLT UNDER COVER  
Application: Honda Civic, Element (2021)  
Condition: New  
Technical Specs: Genuine OEM part, steel construction, factory specifications  
Fitment Details: Designed for secure attachment of undercarriage covers, compatible with the specified models for optimal fit and performance  
Notable Features: Original packaging ensures authenticity; precision-engineered for durability and reliability in harsh conditions."
90107-SM4-000,"Part Number: 90107-SM4-000  
Name: BOLT CALIPER MT  
Application: Honda Clarity, HR-V, Insight, S2000 (2019-2021)  
Condition: New  
Technical Specs: Genuine OEM; steel construction; torque specification: [insert torque specs if available].  
Fitment Details: Designed for front caliper mounting on specified Honda models; ensures optimal brake performance and safety.  
Notable Features: Precision-engineered for a perfect fit; rust-resistant finish for enhanced durability."
90110-SE7-000,"Part Number: 90110-SE7-000  
Name: BOLT-WASHER 8X21  
Application: Honda CR-Z (2011-2016), S2000 (2000-2009)  
Condition: New  
Technical Specs: Diameter: 8mm, Length: 21mm, Material: Steel, Finish: Zinc-plated  
Fitment Details: Compatible with Honda CR-Z and Honda S2000 models; ideal for engine assembly and structural applications.  
Notable Features: Genuine OEM part ensures precise fit and reliable performance; designed to meet Honda's stringent quality standards."
90111-SM4-003,"Part Number: 90111-SM4-003  
Name: BOLT BUMPER  
Application: Honda Civic 2022-2023  
Condition: New  
Technical Specs: OEM, steel construction, designed for durability, corrosion-resistant finish.  
Fitment Details: Compatible with 2022 and 2023 Honda Civic models; ensures proper fitment and performance.  
Notable Features: Genuine Honda part, engineered for optimal impact absorption and structural integrity, enhances vehicle safety and longevity."
90113-S10-000,"Part Number: 90113-S10-000  
Name: BOLT 12POINT 8X21  
Application: Honda HR-V, Passport, S2000 (2012)  
Condition: New  
Technical Specs: Diameter: 8mm, Length: 21mm, 12-point design for enhanced grip.  
Fitment Details: Compatible with specified Honda models for secure assembly of engine components.  
Notable Features: Genuine OEM quality ensures optimal performance and reliability in high-stress applications."
90113-SD4-902,"Part Number: 90113-SD4-902  
Name: BOLT WHEEL  
Application: Honda CR-Z, Insight, Odyssey, Passport (2016-2022)  
Condition: New  
Technical Specs: OEM genuine bolt, designed to secure wheel assemblies, corrosion-resistant coating.  
Fitment Details: Compatible with specified Honda models from 2016-2022, ensuring proper wheel attachment and safety.  
Notable Features: Original equipment manufacturer quality, ensuring a precise fit and reliable performance for Honda vehicles. Perfect for maintaining vehicle integrity."
90113-SM1-005,"Part Number: 90113-SM1-005  
Name: BOLT  
Application: Honda Accord, 2021-2023  
Condition: New  
Technical Specs: OEM grade, thread diameter: M8, length: 30mm, material: high-tensile steel, corrosion-resistant coating.  
Fitment Details: Compatible with various components of the Honda Accord models from 2021 to 2023.  
Notable Features: Designed for secure fastening, ensuring optimal performance and durability, this genuine OEM bolt guarantees a precise fit and adherence to Honda’s engineering standards. Perfect for repairs or replacements on suspension and chassis components."
90134-S7S-N81,"Part Number: 90134-S7S-N81  
Name: BOLT 6X12 HEX LOB  
Application: Honda HR-V (2018-2020), S2000 (2018-2020)  
Condition: New  
Technical Specs: Dimensions - 6mm diameter, 12mm length, Hex LOB design for enhanced grip and torque. Material - high-strength steel.  
Fitment Details: Compatible with specified Honda models for various chassis and structural applications.  
Notable Features: Genuine OEM part ensuring precise fit and durability, designed to meet Honda's quality standards for performance and life expectancy.  

Quantities available: 3. Price: $3.587 each."
90137-S84-A01,"Part Number: 90137-S84-A01  
Name: BOLT 6X20 TORX EA  
Application: Honda Clarity, HR-V, Ridgeline, S2000 (2015-2023)  
Condition: New  
Technical Specs: Dimensions: 6mm diameter x 20mm length, TORX head  
Fitment Details: Direct fit for specified Honda models; OEM quality ensures compatibility and performance.  
Notable Features: Genuine OEM part, ensuring precise fit and long-lasting durability; ideal for replacements or repairs in critical components."
90212-RCA-A01,"Part Number: 90212-RCA-A01  
Name: NUT SELF LOCK 8MM  
Application: Honda Fit (2013-2019)  
Condition: New  
Technical Specs: Self-locking design, diameter: 8mm, thread type: metric  
Fitment Details: Compatible with all Honda Fit models within the specified year range; ideal for securing components in various assemblies.  
Notable Features: Genuine OEM quality for optimal fit and performance; provides enhanced reliability and durability under vibration and stress conditions."
90212-SA5-003,"Part Number: 90212-SA5-003  
Name: NUT SELF 10MM  
Application: Honda Accord, CR-V, Clarity, Element, S2000 (2015)  
Condition: New  
Technical Specs: Size: 10mm, OEM specification  
Fitment Details: Specifically designed for integration with Honda models listed for secure fastening in various assemblies  
Notable Features: Genuine OEM part ensuring precise fit and durability, ideal for replacement or repair tasks."
90301-ST0-003,"Part Number: 90301-ST0-003  
Name: PUSH NUT 3MM  
Application: Honda Accord, Clarity, Crosstour, Pilot, S2000 (2020)  
Condition: New  
Technical Specs: Diameter: 3mm, Type: Push Nut  
Fitment Details: Specifically designed for secure fastening in various Honda models from 2020, ensuring reliable performance and longevity.  
Notable Features: Genuine OEM part for precise fit and durability, providing assurance of high-quality manufacturing standards for optimal functionality."
90304-SA5-013,"Part Number: 90304-SA5-013  
Name: WHEEL NUT  
Application: Honda Civic (2019-2023)  
Condition: New  
Technical Specs: Genuine OEM, M12x1.5 thread, hex shape  
Fitment Details: Compatible with all standard OEM wheels for 2019-2023 Honda Civic models.  
Notable Features: Designed for optimal torque retention and secure fitment, maintaining wheel integrity under various driving conditions."
