part_number,description,quantity,price,make,model,year
CA66913,ENG SHAMPOO 380G,52,8.415,Honda,Element,"2012, 2013, 2014, 2015, 2016"

CA670-06,HONDA 5W20 SYNTH,47,15.963,Honda,CR-Z,2022

CA67008H,75W85 HG0-1HYPO H,14,20.202,Honda,Crosstour,2012

CH11665,OIL FILTER DG 3.5,1,10.625,Honda,Pilot,"2018, 2019, 2020, 2021"

CH9972,OIL FILTER,2,7.82,Honda,"Civic, Element, Insight, Odyssey","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"

COFFEE,COFFEE BLACK VALHALLA BLUE RED SILVER MUG,11,22.05,Honda,"CR-Z, Crosstour, HR-V, Passport",2015

CORE,BATTERY,1,25.2,Honda,"Civic, Pilot",2017

CR1616,CR1616 BAT,13,3.383,Honda,"Civic, Element, Fit, HR-V","2013, 2014, 2015, 2016, 2017, 2018"

CR1620,CR1620,23,3.383,Honda,"Element, Fit, Odyssey, Pilot, S2000","2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"

CR2016,LITHIUM BATTERY,19,3.383,Honda,Clarity,"2014, 2015"

CR2025,LITHIUM BATTERY,3,2.652,Honda,"CR-Z, Civic, HR-V","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022"

CR2032,LITHIUM,61,3.383,Honda,S2000,2022

DC3,STR MODULE STARTER BRAIN DC3,16,206.25,Honda,Element,2012

EHC,OIL COLLECTION FEE,0,0.85,Honda,"Accord, Crosstour, Fit",2017

FABRIC,PROTECTION,24,23.212,Honda,"CR-Z, Civic",2019

FIRSTAID,FIRST AID HONDA KIT,9,22.75,Honda,"Civic, Element, Fit, HR-V, Pilot",2018

FREIGHT,SHIPPING,0,0.017,Honda,"HR-V, Pilot",2023

GLASS,GLASS CLEANER,5,8.857,Honda,"Clarity, Passport, Pilot","2019, 2020, 2021, 2022, 2023"

GREYHAT,GREY HAT BALL CAP,0,24.906,Honda,"Insight, Ridgeline","2019, 2020"

HAT50,RETRO HONDA 50 BALLCAP HAT,2,8.16,Honda,HR-V,"2012, 2013, 2014"

HS010,CLAMP,14,1.479,Honda,"Element, Ridgeline",2023

ILZKA-R8J-8SY,S/PLG ILZKAR8J8SY,34,28.042,Honda,CR-V,2023

KEY,WAVE-DOOR,67,2.261,Honda,"Civic, Element",2023

LIGHT,FLASH LIGHT TELE MAGNET,17,16.235,Honda,"CR-Z, Clarity, Fit","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"

MESH,GREY RED HAT MESH CAP,13,17.64,Honda,"CR-Z, Odyssey, Ridgeline",2014

MONKEY,PLUSH MONKEY,6,28.21,Honda,"Accord, Pilot",2012

ODYALLOY18,"18"" HO950 ALLOY SILVER",0,225.7,Honda,"CR-V, HR-V, Ridgeline, S2000",2023

OGIO,HONDA GOLF SHIRT,80,53.578,Honda,CR-V,"2015, 2016, 2017, 2018"

OPTEON1234YF,FREON PER OZ,1114,11.016,Honda,"Accord, Crosstour, Odyssey","2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018"

ORANGE,WHEELLOCK,3,53.2,Honda,"CR-V, Pilot","2012, 2013, 2014, 2015, 2016"

PAINT,PROTECTION,26,27.356,Honda,"Civic, Element, HR-V, Insight, Ridgeline","2018, 2019, 2020"

PH10060,O/F 57060,2,5.593,Honda,Insight,"2015, 2016"

PH10575,OIL FILTER,2,6.528,Honda,"Civic, Crosstour, Odyssey",2018

PH3593,OIL FILTER,3,5.593,Honda,HR-V,"2011, 2012, 2013, 2014, 2015, 2016"

PH3614,OIL FILTER,1,6.443,Honda,"CR-Z, Civic, HR-V, Pilot, Ridgeline",2022

PH6607,OIL FILTER,1,5.593,Honda,"Accord, Clarity, HR-V, Passport","2016, 2017, 2018"

Q9,2 WAY STARTER,5,250,Honda,"Element, Ridgeline, S2000",2014

R134,A/C CHARGE,57,28.798,Honda,CR-Z,"2011, 2012, 2013, 2014, 2015"

RUST,PROTECTION,0,26.25,Honda,CR-V,2021

SPRAY-9,ALL PURP CLEANER,7,14.382,Honda,"Crosstour, Insight","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"

TOOL,MULTI TOOL HONDA,11,24.71,Honda,"Element, Ridgeline",2017

TOQUE,BLACK BEANIE TOQUE,10,21.28,Honda,CR-V,2020

TOTE,BAG HONDA LAPTOP MEETING TOTE,1,20.02,Honda,"Accord, Clarity, Insight, Passport, Ridgeline",2022

TOTE2,LUNCH BAG TOTE GREY,53,23.17,Honda,Clarity,2022

TUCHN-H57-8A1,T U PEN NH578,1,15.05,Honda,CR-V,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"

TUCHN-H60-3PA1,WHITE DIAMOND,1,15.05,Honda,"Accord, Civic, HR-V, Pilot, S2000",2023

TUCHN-H73-1PA1,CRYSTAL BLACK,3,15.05,Honda,CR-V,"2018, 2019, 2020, 2021"

TUCHN-H78-8PA1,T U PEN NH788P,4,15.05,Honda,"CR-V, Civic, Element, Odyssey","2012, 2013, 2014, 2015"

TUCHN-H79-7MA1,T/U PEN NH797M,2,15.05,Honda,Insight,2017

TUCHN-H88-3PA1,T/U PAINT,3,15.05,Honda,"Accord, Civic, Clarity, Odyssey, Ridgeline",2012

TUMBLER,BLACK WATER BOTTLE METAL RED,8,20.65,Honda,"Clarity, Fit, Insight, Odyssey, S2000",2021

TUMBLER2,WHITE TUMBLER,0,28.658,Honda,"Accord, CR-V, CR-Z, Clarity","2011, 2012, 2013, 2014"

UNDERCOAT,PROTECTION,37,61.6,Honda,"Clarity, Fit, Passport, Pilot",2016
